OrderID,ProductID,Quantity,UnitPrice,Discount
7deaf872-f942-4f79-bb88-3f7717e24665,eb9ce5ad-14c3-4786-aa1d-527216e10e3d,400%,41700%,6300%
02b81ea9-4025-475f-81df-172e71b76daf,c87bec59-4106-4fa2-b666-9eede116a80b,1000%,21100%,8200%
a30f5cf3-d906-4e02-8569-30a7d94ef16e,886283ae-07ef-46b5-92d0-a573b567a0ec,700%,3000%,3200%
2d2b7d77-e760-4f88-ac7f-a8c6da548e66,251aad65-afe5-40ec-add5-f9c9b549a6f0,200%,66600%,8700%
bef6dfce-c7b7-4c95-8feb-1a316ba12001,e3ae8558-19e4-4d01-959d-2f46e485bded,1000%,92300%,4000%
5fe86f37-3fc7-4a0f-9d7f-88b7103cbf1d,cac0292b-104d-4346-b01b-2e845c398881,200%,47800%,9900%
c741def4-f7ca-4a30-a7f7-7864966a5257,9d7863e9-24aa-49b8-bebd-66f55ef57c4c,300%,30700%,5800%
bbf997af-530a-4a8b-9007-689d2e194b91,9b29140e-246a-47aa-af80-f6b80b3fca47,500%,29200%,5600%
29c1799f-335a-4891-981a-6434a71a4095,fbba7896-1020-4e80-8b5f-cb09af9e16aa,500%,58200%,700%
a24bbf09-9496-4113-9385-380de97b73bc,a4bc60f6-6709-4bdc-b059-189527a96ef1,300%,99200%,9000%
370c0f83-6e90-487e-bff9-3dea9b7c9091,0d5eb025-1830-4bc1-9783-ea5680bf774b,400%,66500%,7500%
21c8df77-8b7c-4657-b82c-21feee8f58be,251aad65-afe5-40ec-add5-f9c9b549a6f0,500%,71700%,5800%
3b3b4198-6c84-4727-81bf-38af107121f7,337496d6-05aa-49e8-9603-ef5abc6b4bc5,200%,29700%,400%
068e4f1f-6c40-4e97-adec-d64024d2aec6,bacf2057-112c-4c2d-844e-24f76c95900f,500%,35200%,100%
c9e4549d-10ef-4771-b8b7-b93ba82a1294,263345ab-9ec1-4fe2-b25d-9d74efd3d8f1,1000%,69000%,5700%
0b180f16-eef7-49be-a452-838918c66d83,da2006f5-114a-449c-b625-251a406a7b99,400%,82600%,0%
88197de3-bda5-4314-820f-2fbad0e47a25,a60615bb-310c-4347-9db3-a0f1ab966dcf,100%,15400%,2100%
23548cd7-a0d1-4201-a297-9419e114d9ce,6cc23125-9cfe-492d-a896-a5e9b52ca05f,200%,9400%,7100%
4bafc689-01cf-4e3c-8e85-17b61e7ce26c,ec340887-0c8d-4da0-87ba-898841fbf5b4,200%,88500%,9300%
064535c3-261e-44df-93dd-441777634c50,8a6e9df9-5752-4a87-a803-cc7d0948ea5b,100%,98500%,9100%
9dc2a57d-617b-4245-a1c9-3cc83f17437f,b8a16df8-38c0-462d-888d-9c5e42704267,700%,4800%,5900%
95c64995-5f12-468c-93c6-58ccad3e98f6,e3ae8558-19e4-4d01-959d-2f46e485bded,1000%,43900%,9100%
5772214b-cc9d-4306-bf85-8b3779307ce3,d964edfa-75b0-49ab-9168-0c249fa4d22f,700%,17600%,7400%
bf232559-37c4-4d4d-a3e1-d3a5dde291ac,078a229e-434f-4036-8445-a8b26bfdf887,500%,76800%,1400%
38a98047-3912-4779-99d6-5355ce5849d1,2a2948a4-1d57-4068-8844-f1c8b41f1699,800%,16700%,3800%
0637225d-a5ad-4438-a602-9933a5629830,9747fd32-5076-46c3-90b4-5f404b86b219,300%,9900%,1400%
1ec017d8-e617-437f-b815-f1c5438af06d,30bb25e4-84ce-45bc-b682-d5216503ae80,600%,23800%,9700%
98bb3e79-a239-4fa3-bb40-bd0fba7cab1c,22bdddce-3fb4-4269-a22b-7bab296a766e,400%,96000%,3700%
3f39e976-c825-45d7-a6c1-c83bd0ac7c20,2827710f-0130-4156-8d19-6b3a3cfbbf98,400%,25200%,8700%
f2484e59-3c86-466e-a45a-2c9828a13b1d,df089cda-bda8-448e-b495-f65eda39bc2c,1000%,63200%,3700%
aa73430d-2fd1-48c5-a756-337c60db3f20,3dd4e65d-bb45-44e6-9ed5-0ec5d496b20f,1000%,6600%,4200%
d4034e43-bcc2-4b88-a48c-8e2cd3a7fd87,46e112aa-17cf-41a9-a311-6498523c9005,200%,24500%,4200%
80be1435-f419-435f-9f1c-495262a04a51,6d26d138-47e1-4082-a20f-8ea8424ac57e,700%,45200%,6000%
4e727757-9879-40cf-aa43-2c0ecd553891,bd5f58e3-1f60-4e36-b750-c6d373f4988c,800%,22800%,3300%
8631860f-9fb7-4483-b419-44e6cf963d6a,7dd6f379-87f8-4762-816d-57f130588ba7,700%,93800%,3800%
b11411bf-7453-4aad-b152-1ffe34c1e0ed,2f8aa6ee-ad7b-4e4a-b300-f4a35647665d,700%,43200%,300%
12f64b20-2225-4864-a7a3-a6f0ef6c15f9,059541ff-a15f-4d6d-8a5b-860bbae25715,200%,30300%,400%
a8309206-5ae3-44da-8761-a2023bef3905,5f90a50d-4166-4e43-9da3-2f06b02a29fd,700%,93300%,3500%
22505a18-0573-4988-b0ba-a423c1718067,4e05a563-b887-48d1-b7ea-8a884851b047,100%,89900%,0%
8dc17bf3-4226-4fd8-a160-2e85700d6390,9d7863e9-24aa-49b8-bebd-66f55ef57c4c,1000%,11500%,6900%
e8ee8a01-270d-41ff-89f1-76bd1c875861,89f38b6c-fc6b-4bd3-9af1-86adabda23a0,100%,53300%,8100%
bcc54282-3ec2-4a8a-a186-7cf398e9b689,9fadcf5a-e87c-4809-8e98-9ddb4512b268,1000%,25200%,9400%
a5248c7b-e00b-4b43-9cc0-cfcf6c2a420c,5cd17c82-23ac-46a7-82b6-10623d68e88c,100%,91200%,2200%
4f0d4c39-d4fc-4b69-a1b6-8b06c3bf6225,5bbdce93-9e4c-4aab-a0c6-187dcd0db8fe,200%,52500%,3500%
741c521e-9cf7-45d2-9793-88152db4992e,6d26d138-47e1-4082-a20f-8ea8424ac57e,1000%,84100%,7000%
a110f6c6-ae63-4597-b024-398d512dac7e,2ddc2db8-9eef-4622-8860-c9771dbcc6d9,200%,24500%,2500%
06407e73-d5dc-4f92-8901-c83ce6ab87ed,7319949a-95d6-4a41-aff1-cbb1599644ea,800%,71700%,2400%
25caf45b-1ff8-478e-a3b9-5620e8d0452b,0629219f-2176-40d7-8765-4aa1024cf4ac,100%,56000%,2600%
e34d8ec0-698c-48ce-baf7-c2681aaa0263,f00bcbec-2092-4844-879c-7e8ea52f56f6,500%,22900%,7200%
c57a546f-a3ec-49c3-b1e0-86bfa0cfeda4,a2473932-153a-42ba-ad1d-42ce06a2a3bd,200%,2800%,9700%
8c53f831-58a4-477d-acb7-1349f1603715,9ab96d8c-d587-482f-8ff5-4417705fb184,600%,70500%,1000%
4909177f-0ee3-4ba6-994a-900831734c67,a9766a03-2fa7-45f7-9441-37bd04afed5f,600%,20500%,2800%
05dbe686-f9b0-43a0-8f1b-b81726d0dfdc,2aac88f5-f3a1-4cd3-96b9-e4dad42cf5bb,500%,93200%,6100%
778be6ba-3abe-44bb-bf8e-757eaa85459f,da2006f5-114a-449c-b625-251a406a7b99,1000%,54500%,4200%
5406f201-2509-4051-be38-96808ade416d,9d7863e9-24aa-49b8-bebd-66f55ef57c4c,1000%,97300%,5000%
974e7ed4-0498-459c-bb9c-e8224f7f22ea,a60615bb-310c-4347-9db3-a0f1ab966dcf,500%,87000%,5400%
117d744e-53cc-4916-9aac-fab2e491c403,0006853b-74cb-44a2-91ed-699aa31c5b5b,700%,24900%,4800%
7179680f-3036-49f9-b0c8-5c139b48ab27,e21c411d-0adc-46d8-a262-58ed85b65298,400%,93700%,7500%
6065ce0a-a5a3-4852-ae74-de9707b0c814,6be1b163-c631-4ba9-88ee-4cdec9ebba04,900%,58500%,1900%
c52d4922-a07f-4344-8406-59207d3209a7,04c600c0-b84f-4de8-a71e-205528c610eb,1000%,90500%,3300%
fa71914e-cf82-4ceb-82b8-d1d05fc765f8,49ba644a-b75d-4d53-9d21-5ce45a0ff587,100%,92400%,800%
39067440-bb26-4ec5-811d-d25583696226,b799e620-db36-4563-9908-743a039f5bcb,400%,38500%,5700%
d686e21f-9ea5-4258-bed5-c8c7c77b50d5,9c85d0e7-277d-4ed1-ba08-08b838ec0a48,400%,26000%,1500%
e0c6a447-1580-4699-865c-1aef23a57e2e,6e1c7d78-8fc0-4c3e-b399-49c46ee89596,200%,78500%,2600%
049d903b-fda1-42d1-83b8-39d64b6c789f,0006853b-74cb-44a2-91ed-699aa31c5b5b,300%,45300%,500%
64607b04-4abd-4c3e-87e8-6fa6914b5f47,b59590c7-c1e0-47c5-a99e-eedef51e80fc,800%,79400%,7200%
487c75fe-4e9d-47ce-92ce-eee07394f31a,41d478e6-2798-4a05-b36f-8b12a5e3acc3,1000%,75200%,5600%
4ca9f63a-0537-4954-9be0-fb672d01b264,0ae6c948-b083-477e-aaf3-08c17db23116,500%,45300%,4200%
2ecfa79f-40ad-4e86-b6a9-e7620ab8fbb4,b4e02bd6-bab2-4ba2-a5b5-044768eee8c0,1000%,32300%,4100%
3fbc85aa-762f-4d97-a739-410e936eac5a,7734fc07-a089-496c-9994-0a34a0c5d46d,800%,74300%,8800%
82cc0149-1c43-4c49-8edf-ee6ab97d0695,e3ae8558-19e4-4d01-959d-2f46e485bded,700%,28300%,8500%
cb5feae3-512e-4c71-8a26-bcefbf0774b9,e647997b-e370-4628-940f-c61653c00b88,800%,29100%,2400%
3bbaa2b1-617a-4ee6-beb3-90a3c117d1a0,1d6e5c7d-c0a5-437b-b240-4a927041849f,200%,61300%,6300%
c5f4cc8c-d4bc-4fc5-81bd-c108ae3be1b2,51eafc2f-3b85-404c-8ecf-435501295e09,600%,41200%,6300%
7d01d60d-3744-43a0-81df-9f19075752e7,4abcaf84-e7fe-4efe-89ff-365a58054e33,700%,53700%,1800%
6ee4d724-4c96-46f8-9ded-28afb96aa120,5e12bbaf-c213-485a-9d68-a9c8ee949bee,100%,27600%,1100%
f56a8745-bfb2-4718-8ce5-0259f84c3975,089d2e9f-0785-4cb7-85dd-b002fee30c9d,900%,89600%,1100%
19705fdb-179f-4773-8bcf-8a07185562ac,705ceb3e-4078-4a06-ac8a-8ef6f028c060,700%,11700%,8900%
08b7baf6-c4ef-4b63-86c2-59192d251881,b75932b6-d9a8-48cc-adc0-7f30c6fc1b50,900%,75800%,6800%
3ee87e27-dab1-454a-b4cb-9905e8bafbed,800dde56-071e-4e60-b713-a10fcbecfd16,600%,39400%,2500%
29eaca94-2944-4d08-9734-b56af281607d,22fdf945-a880-4e03-aabc-35e691521ddd,700%,29700%,1900%
a578d3b7-2b22-4e3e-8856-c60918601a11,b64c2266-07d2-4d44-a22d-35d06cc9c970,400%,12800%,6400%
3a86052a-1d39-4668-bbdd-ca51a42ac612,2aa28375-c563-41b5-aa33-8e2c2e0f4db9,300%,84700%,7400%
e4981e81-ec99-41dc-9bbc-ed7c2398af83,41d478e6-2798-4a05-b36f-8b12a5e3acc3,100%,68500%,8400%
2ef80302-167b-47ad-b927-78fbfd1d65f2,a861f68c-bbdd-47be-885f-511a8312949c,700%,87200%,9900%
7e7b412e-61b8-4c1e-a91f-e185adb026ec,bbb7b4eb-0e4b-42f6-b02e-ce03d3924454,700%,83700%,800%
3073494d-9b95-446b-b1a5-73a97ea9f373,f8aa9098-747a-4324-b769-501d0f614286,1000%,76100%,8700%
918707eb-14fc-432f-a816-d6d99d25abcd,56630e3c-fe5e-4aea-a2c3-ac73292836f6,500%,27500%,3100%
c4447e5d-34cd-4ebb-9b0d-499bd4779ba2,1759be76-c642-4525-b04d-075e4163c79e,300%,26900%,600%
61cccfc5-d6dc-48e4-bb76-1c02fc237bc1,e21c411d-0adc-46d8-a262-58ed85b65298,400%,18600%,5000%
f537d3fd-47c9-4511-b564-cc5e88976c9d,f0f8fa16-6143-4873-9c42-0d01ca73c906,100%,66500%,9600%
6065ce0a-a5a3-4852-ae74-de9707b0c814,9e32df56-6887-4aa1-8d80-9de92609d0ca,700%,10700%,8300%
30b867db-a32d-45ab-84bc-e0aa1c37443f,85145165-ad72-4f20-9b7d-794e6965dd89,400%,96000%,1000%
3a02f361-4eca-41a9-b360-a18d7b279a73,574d9b9b-794c-40c9-a892-462dc6c4b106,700%,73700%,1900%
8add4759-629e-41a1-a66f-a9c2b024cbc1,7440a0ac-5047-4678-9454-2164e8af1dd9,200%,64700%,7800%
83882612-0e9c-4e98-ad81-c64bbc668030,e3c8ae5b-97c4-4dc8-83be-814f981d3250,500%,90400%,5700%
f9fe6615-fb27-420a-baf6-d7cc38e60978,c87bec59-4106-4fa2-b666-9eede116a80b,200%,28300%,2800%
743959fb-c045-49d8-aed4-ffe80f5dc71b,f9617c7b-415e-4d1f-9ea4-84d3978d1d35,400%,55300%,4500%
3a017295-2a61-48b9-9574-a0b2b42e51b5,a56657aa-5438-46cd-9192-b1b0ef727b7a,600%,28400%,3300%
6a8b5d59-8fd6-4669-8728-c617d5f5a2cb,081878a0-109a-42f2-a09f-638a59e18ff3,500%,60500%,6100%
4a86ab29-8219-4d6a-98e2-125e1994f6d1,9d224088-e871-4734-b7c5-422904986cf1,300%,54600%,5700%
7486c06c-87d0-4271-b99e-3382d9da4082,1234dbb1-06dd-4c19-b5cd-8ffa63799064,500%,9100%,6900%
8ddaea65-0ab5-4c82-9348-341d79a7593c,1d448b67-ae57-4533-a557-b80089e9927b,500%,9000%,5800%
fb1082f8-5c51-4006-993c-e3b2a25b5717,4d29cd55-ec12-4721-a814-041968b76d1f,700%,59400%,6900%
0492e052-0ae2-49e5-b362-ec32160684b3,e0eb92d3-e08c-459d-b47a-b08182b90bc2,100%,44400%,1800%
4f033b20-7459-4a48-947e-09f45add3d37,133dd774-ce8e-428f-a145-7d5ede33c199,200%,67000%,7400%
2f8e1590-f54a-4fba-aea9-27a91ef50d8d,9cbc03e1-9d98-4e07-907a-c40f8f0a4377,900%,67000%,9000%
de2fd057-81cf-4d31-a789-962df782f6f8,7103476e-3e51-4a94-a0a7-7b108140d577,500%,6400%,6100%
8ed9799d-8609-4bbf-a293-86230e6b6e3e,2391ab4e-9e41-4a92-b97e-85584fc15d45,800%,66900%,3900%
5a34c611-0ee1-484b-ad73-bcb23824cefc,3c40255d-9a22-4630-b0a6-3e91eb6575a5,200%,73900%,3100%
f69d2b2f-78fd-4d39-9a90-2426152b9068,8bafab49-f89e-4668-8c76-518348c74078,100%,76700%,2200%
91e50ee6-4be7-470f-a5ea-8f7cb58be526,0297061c-1241-4540-ac99-ac6a44fa507e,400%,61500%,8000%
dbb38858-9cc4-4f5a-9d5b-6d8db7ab0814,afb7853f-adcb-423e-bc24-9776c3a4c25d,1000%,89100%,9200%
2a441d74-1dd0-4b08-b8dd-ded0e0b5c590,690b2ad1-5c12-4559-80c5-0ec585e9b801,300%,91900%,600%
e31d519f-deb0-487f-8c4c-7e945dc984a7,fd5654b4-93a4-4e19-b9a6-a5c57302c0c0,400%,45400%,9500%
6c996e0c-63cf-46a1-bda5-7e55923bd22e,d8ce4513-2a05-4e39-bd66-30523863d3d4,700%,4700%,7500%
98d33843-52b3-49ca-be61-e8f646f43c31,fa0e98d1-bda5-4cfc-9079-6de353b52632,700%,35500%,6600%
4a98dffa-569b-4995-bf5e-0c0ff615f19d,be3e3e17-adc6-4546-ac4d-290b3231017d,500%,59700%,3000%
78f4f94a-dca2-49b0-bdf7-a679fb841503,d840de5c-31c2-41c9-bcde-10e84ea852a7,900%,1500%,7200%
e361ca20-cef5-4e11-ada4-31a9dacef396,e1607546-600e-4c73-9860-ca3a41bd28c5,300%,53500%,2000%
8e9c8cda-3550-45b7-ac32-1931e644677b,3014be56-9a9e-4aee-972f-8c0e8eddbc6d,700%,80800%,100%
3f966a8c-4e6e-42c8-80f7-e43cdb119534,6aac2b7f-1083-46d2-b058-4698223a7e2e,600%,66700%,2900%
258dea4d-e827-425f-8843-815fd629de56,5af7af56-f997-43cf-9012-97ad34bc9c9a,900%,45700%,2900%
ca9d0e7e-db51-432d-9ad8-bbc36f5b5243,404cb633-025f-43d6-a87b-6616fe1d71e1,500%,8400%,5600%
53467fc1-e152-4a9a-88ee-a929913ffead,16afe3ad-9f99-4d55-872c-770517390636,900%,37300%,2100%
f82edb28-2665-4495-a4b3-70f820025afb,9e32df56-6887-4aa1-8d80-9de92609d0ca,600%,81500%,9200%
31461736-7321-426a-a0b2-b04c486eec6c,7af24425-a5d0-4d26-bff5-c8066b6b2a23,700%,67400%,8100%
c8326200-ba12-44d6-b882-eb47e37fc454,081878a0-109a-42f2-a09f-638a59e18ff3,800%,35900%,8900%
fef6b4b5-dcd4-4701-a83f-d719fbad4044,30354d6b-b511-4120-8e62-7eb74772fb3e,100%,88500%,5200%
342df81d-70ff-4ffa-a8e2-4fc54a800275,c036f403-eb0e-4426-ac9a-2f6bffbf3b10,1000%,82600%,4100%
3f7134fd-80af-4194-b018-1c0f43715fba,be92dd3a-fc10-419c-ac99-1cfa346661af,1000%,3600%,6400%
103894fe-f999-42c9-b355-fc9751994433,e20c0926-efc7-4144-82c9-e9d5b37a37d0,600%,55300%,2000%
b45a6d16-d12b-4397-b6dd-a5926bab5c72,9ab96d8c-d587-482f-8ff5-4417705fb184,900%,41800%,7400%
aa03eb87-8a92-40ee-8e8f-0406689fcacf,714b58cb-2713-4729-8bdb-1127ace287ab,1000%,16500%,6100%
d297723f-e70f-465e-b154-96f0dbb1429a,8ee217fe-c1f6-4ca5-82e0-86647612f2c9,700%,25600%,9800%
6f666119-9162-4a51-8ba4-c5dadb8b0434,a9766a03-2fa7-45f7-9441-37bd04afed5f,900%,60300%,1000%
21a01bbd-3607-4f4c-8c1b-d96eb28f7e72,1d6e5c7d-c0a5-437b-b240-4a927041849f,700%,76600%,3700%
473409d1-c3b8-4924-a4a6-1f3db71741fc,bacf2057-112c-4c2d-844e-24f76c95900f,200%,20500%,8400%
30dab443-933e-4c9f-91d4-4a378316dd5c,65f6c464-8fff-43af-866c-f1d7ae8503e7,1000%,14200%,6500%
006f8f35-c056-4ef2-91dc-e224734c6cbc,b4e02bd6-bab2-4ba2-a5b5-044768eee8c0,100%,95000%,700%
50bf7189-45a4-4673-a199-73592a83a963,bd5f58e3-1f60-4e36-b750-c6d373f4988c,500%,49900%,4300%
de16567d-f293-4a7b-9a5a-46618f91ce1a,5e12bbaf-c213-485a-9d68-a9c8ee949bee,300%,37100%,2800%
1f0e1d5e-04ba-4590-9790-5b95fcb291b7,6d478814-944f-4314-a468-86d314bc28ac,900%,71000%,2900%
d5faa348-8cef-4ec0-a2e5-614c0a6d1bf9,d0a53772-3116-41b1-acaf-54e58331177d,600%,84400%,6400%
8332039b-4ef0-4b18-b8c5-aa31f8758410,f8aa9098-747a-4324-b769-501d0f614286,200%,22200%,9900%
5b1d5e3d-78b4-49c3-b5e7-936223c826a4,d2a3e556-244b-4a92-a5c9-e68099bd71ff,600%,23500%,4100%
54159f64-7d88-4ea3-bc8a-a69ac22db9d0,37e9314d-3051-4848-aad9-acba1d43ac76,400%,68800%,7900%
1bf37100-0927-422a-aef0-e7930b2fc879,7103476e-3e51-4a94-a0a7-7b108140d577,200%,24400%,200%
18c336c5-a744-44b5-8c74-b4d304939535,04d0f4ba-ccde-47d9-b846-ad470b5048fc,400%,700%,9800%
96f0d284-f6d7-42ec-914a-68d83686222e,68cd0831-876c-4c49-8762-b35e1488bdf9,400%,69800%,7200%
aa540bea-fe40-4c3d-9375-de86f6545551,ae4d5e32-7ccb-4daa-bb63-0030e2ae5e66,400%,19100%,700%
438db8c1-e0b4-4e17-89b4-d40b3901bd34,f1fce7a0-1200-49d6-894d-fb101d46f2d3,300%,58400%,9800%
0a165304-9d70-4a5b-840e-b45f7ebe6a80,6533ed7b-c4f9-4d13-910d-03f7d2621762,300%,80300%,9200%
593c4c8f-e1bb-43a3-a36a-91d17f9c1616,317de63c-5e28-420f-8216-adfcdef82939,400%,42900%,7800%
8c82c9f3-1bef-4dcc-b077-9a4d5b289386,5ac10d67-2d4a-43f6-a472-062092ae814a,300%,51100%,600%
e38eae17-a268-4aa6-8aca-bbf10743012e,d65452ca-8082-4aee-bb69-ac3f9a1dc548,500%,20900%,200%
80777ba1-1760-4a27-aeaa-8d764fc5a3e6,107f04c9-16a4-466b-a3e4-2017e0288d37,500%,67500%,1000%
721ff20a-2035-4f05-b6b3-599ef9d7d497,2f8aa6ee-ad7b-4e4a-b300-f4a35647665d,600%,11000%,5200%
7768724a-59f5-459d-99aa-8b023bcf18cb,f34f6d06-fab3-4841-b311-2e853b2f4575,1000%,98500%,300%
e84b7d4a-f3b5-4c9b-9b59-63c46edc56b1,68338194-a7c5-458d-a76f-a4c097ace6a8,900%,21600%,8800%
f87c8c90-850e-4593-8861-29e5d0b72f97,337496d6-05aa-49e8-9603-ef5abc6b4bc5,600%,69600%,3900%
7bf0f022-8af7-47a6-8dde-de5fcd32ce1e,7c36545c-dedc-4428-a5c0-74033a7ff63b,100%,54800%,1700%
aab037cd-0c14-434b-b9e7-bdb0ce2d39d9,e9144072-b8e1-4ea6-946b-d136ca29e2e5,400%,44600%,4000%
78de1445-9c02-47ab-bd9d-3bec6e1f882e,c474bc7d-26d7-4d73-8fb7-45745fd0a37e,300%,83500%,300%
0b512ea5-3262-486a-a471-783ea44c4401,08928fcf-493c-4a7f-abca-615245a308e3,100%,67900%,1500%
424b2065-f9a2-4c18-9ca2-e8a2f89ebbd5,4d29cd55-ec12-4721-a814-041968b76d1f,800%,43400%,5200%
bc2459e8-130c-423c-b257-c43cc247329d,564daf51-5f3d-4a3f-a4e8-82d37341f474,700%,38200%,2900%
fb2568e1-5268-4157-9abe-3e395fafc7e1,4aed6c75-60a6-4200-8b6d-a2eb325d4086,1000%,84900%,800%
a0882eca-cfb3-4348-8c3e-7eca62039f47,133dd774-ce8e-428f-a145-7d5ede33c199,100%,83300%,4800%
e1825f6e-224b-44dc-8eed-6694f92de575,8cb3e0ec-ab5a-4436-8220-f850e24bf3ab,1000%,58200%,8400%
b92bb71c-15b6-48ad-ada6-b7dd0e157e70,8bafab49-f89e-4668-8c76-518348c74078,300%,44300%,700%
b9993d77-d9ea-462b-b2a9-58981ae240cd,c036f403-eb0e-4426-ac9a-2f6bffbf3b10,700%,7800%,300%
d4d04bb4-4400-474c-8359-9ec848e987d9,d79d1b95-ecdf-4810-aea0-45e9bd10627d,300%,15400%,900%
4e9afab6-87c4-4f63-b423-ba2aed0a360d,6cc23125-9cfe-492d-a896-a5e9b52ca05f,700%,12000%,3100%
93f6e650-354f-4955-98cd-f5b964be1337,3a2098ef-4fe1-48d6-80a5-df9fed22d11c,600%,81600%,3100%
49440e08-6669-4382-a15e-777231b87f35,31c87c20-89da-459e-b870-b337d371c307,800%,86900%,2800%
a63eddef-5280-49ca-9e8c-5b480b9119be,da9276e2-5e2a-4053-bbdd-05a5b9bae08f,200%,90000%,3500%
a02d790a-d3e2-4213-b439-586ba94845d5,6533ed7b-c4f9-4d13-910d-03f7d2621762,500%,58900%,3300%
c28e4a31-9448-4627-8abc-e5d71b4da6c2,02c7c358-da33-4586-8e32-5e459b7394fc,500%,79200%,9700%
db5b4973-25fc-41d8-8244-70c90963cda7,9d224088-e871-4734-b7c5-422904986cf1,500%,27000%,9400%
178152d9-cfeb-47b7-a584-bee04dfc9e03,f99fb6d2-3e77-40fa-8252-daa45b49524e,500%,56100%,3200%
7918654a-a6bc-4cf9-ba4f-5980cb4f95fb,a0d5c1fd-a233-49bd-8172-881ad9d3cfce,400%,26300%,1500%
d18cef68-5374-4869-b064-8edbac804f7b,9d7863e9-24aa-49b8-bebd-66f55ef57c4c,200%,47100%,2500%
7179680f-3036-49f9-b0c8-5c139b48ab27,b799e620-db36-4563-9908-743a039f5bcb,300%,22600%,5700%
148f7a9d-a1db-4901-8ad1-187e5563394d,7809f5c4-72a8-40e6-b484-236086c3c600,200%,78200%,6500%
a83920c5-ff8c-48dc-9e70-91ccc132ee06,e3c8ae5b-97c4-4dc8-83be-814f981d3250,500%,11800%,7900%
fb064b78-02dd-44b1-a528-1b290ad6bad6,4bb18ef6-0b32-4838-b881-2f5fa0038800,400%,74700%,3200%
178152d9-cfeb-47b7-a584-bee04dfc9e03,d65452ca-8082-4aee-bb69-ac3f9a1dc548,200%,43900%,6700%
